Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23228,10/1/2021,The Young Men's and Young Women's Hebrew Association d/b/a The 92nd Street Y,Electronic,Yes,579,Yes,Yes,Yes,,Yes,,
23229,10/1/2021,"Pulmuone Foods USA, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
23230,10/1/2021,First National Bank Northwest Florida,Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
23231,10/1/2021,OSF HealthCare System,Electronic,Yes,5,Yes,Yes,,,Yes,,
23232,10/1/2021,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
23233,10/1/2021,Steven L. Sugarman & Associates,Electronic,Yes,2,,Yes,,,Yes,,
23234,10/1/2021,Unitarian Universalist Association,Electronic,Yes,2,,Yes,Yes,,Yes,,
23235,10/1/2021,Nations Lending Corporation,Electronic,,3,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23236,10/1/2021,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
23237,10/1/2021,AV-Tech Media Solutions,Electronic,Yes,1,Yes,,,Yes,Yes,,
23222,10/4/2021,The Menninger Clinic,Electronic,Yes,5,Yes,Yes,Yes,Yes,Yes,,
23223,10/4/2021,Mide Technology,Electronic,Yes,70,Yes,,,,Yes,,
23224,10/4/2021,Adams Community Bank,Electronic,,3,,,,Yes,,,
23225,10/4/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
23226,10/4/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
23227,10/4/2021,The Village Bank,Electronic,,1,,,,Yes,,,
23208,10/4/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23210,10/4/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23211,10/4/2021,"OneSource Virtual, Inc.",Electronic,Yes,33,Yes,,,,Yes,,
23212,10/4/2021,Mass General Brigham,Electronic,Yes,1,Yes,,,,Yes,,
23213,10/4/2021,Foster LLP,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
23214,10/4/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
23215,10/4/2021,"Elder Services of Worcester Area, Inc.",Electronic,Yes,9,Yes,,,,Yes,,
23216,10/4/2021,"WestMass ElderCare, Inc.",Electronic,,119,Yes,,,,Yes,,
23217,10/4/2021,"Center for Living & Working, Inc.",Electronic,Yes,249,Yes,,,,Yes,,
23218,10/4/2021,Life Path,Electronic,Yes,423,Yes,,,,Yes,,
23219,10/4/2021,"Southwest Boston Senior Services, dba Ethos",Electronic,Yes,199,Yes,,,,Yes,,Yes
23220,10/5/2021,Dune Deck Beach Club,Electronic,Yes,1,Yes,,,,Yes,,
23221,10/5/2021,SAVERS BANK,Electronic,,2,,,,Yes,,,
23244,10/5/2021,"Coughlin & Gerhart, LLP",Electronic,Yes,83,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23245,10/5/2021,"Wells Fargo Bank, N.A",Electronic,Yes,1,,Yes,,,Yes,,
23246,10/5/2021,"Wells Fargo Bank, N.A",Paper,,2,,Yes,,,Yes,,
23279,10/5/2021,"MTG USA, Inc.",Electronic,Yes,118,,,,Yes,Yes,,
23280,10/5/2021,Coghlin Electrical Contractors,Electronic,Yes,1004,Yes,,,,Yes,,
23281,10/5/2021,Bergeron Financial,Electronic,Yes,12,Yes,Yes,Yes,,Yes,,
23282,10/5/2021,William W. Meyer & Sons,Electronic,Yes,2,Yes,,,,Yes,,
23283,10/5/2021,The Village Bank,Electronic,,2,,,,Yes,,,
23209,10/6/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
22267,10/7/2021,Eastern Bank,Electronic,,123,,,,Yes,,,
23247,10/7/2021,Spaulding Rehabilitation Network,Electronic,Yes,1,,,,,Yes,,
23273,10/7/2021,"Senior Living, LLC d/b/a Bridgeway",Electronic,Yes,8,Yes,,,,Yes,,
23274,10/7/2021,Dallas Independent School District,Electronic,Yes,42,Yes,,,,Yes,,
23275,10/7/2021,1st MidAmerica Credit Union,Electronic,Yes,1,Yes,,,,Yes,,
23276,10/7/2021,"Ritz Holman, LLP",Electronic,Yes,1,Yes,,,,Yes,,Yes
23277,10/7/2021,Diocese of Paterson,Electronic,Yes,21,Yes,,,,Yes,,
23278,10/7/2021,The Cook Group,Electronic,Yes,8,Yes,Yes,,,Yes,,
23265,10/8/2021,EMJ Corporation,Electronic,Yes,76,Yes,,,,Yes,,
23266,10/8/2021,Premier Patient Health Care,Electronic,Yes,8,,,,,,,
23267,10/8/2021,ReproSource Fertility Diagnostics Inc,Electronic,Yes,1736,Yes,Yes,Yes,Yes,Yes,,
23268,10/8/2021,Plumsted Township,Electronic,Yes,8,Yes,,Yes,,Yes,,
23269,10/8/2021,"Terrier Media Buyer, Inc. dba Cox Media Group",Electronic,Yes,612,Yes,Yes,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23270,10/8/2021,"Lester Electrical of Nebraska, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
23271,10/8/2021,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
23272,10/8/2021,Pacific City Bank,Electronic,Yes,23,Yes,,,,Yes,,
23252,10/10/2021,The Cooperative Bank of Cape Cod,Electronic,,254,,,,Yes,,,
23258,10/11/2021,People's United Bank,Electronic,Yes,2,Yes,,,,Yes,,
23259,10/11/2021,"Timios, Inc.",Electronic,Yes,572,Yes,Yes,Yes,Yes,Yes,,
23260,10/11/2021,Koelnmesee Inc,Electronic,Yes,1,,Yes,,,,,
23261,10/11/2021,Commercial Foodservice Repair d/b/a Tech-24,Electronic,Yes,2,Yes,,,,Yes,,
23262,10/11/2021,"Citibank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
23263,10/11/2021,Lincoln Financial Group,Electronic,Yes,1,Yes,,,,Yes,,
23264,10/11/2021,Riverbay Corporation,Electronic,Yes,1,Yes,,,,Yes,,
23254,10/12/2021,Salem Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
23255,10/12/2021,Salem Five Cents Savings Bank,Paper,,1,,Yes,,,,,
23256,10/12/2021,Eagle Bank,Electronic,,1,,,,Yes,,,
23257,10/12/2021,National Community Renaissance of California,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
23290,10/12/2021,Bank of America,Paper,Yes,2,Yes,,,,Yes,,
23291,10/12/2021,"Copeland Development & Construction Co., Inc.",Electronic,Yes,1,Yes,,,Yes,Yes,,
23292,10/12/2021,St. Cloud Financial Credit Union,Electronic,Yes,3,Yes,,,,Yes,,
23293,10/12/2021,The Village Bank,Electronic,,2,,,,Yes,,,
23294,10/13/2021,"Eastwood Holdco, LLC",Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23295,10/13/2021,American Osteopathic Association,Electronic,Yes,84,Yes,Yes,,,Yes,,
23296,10/13/2021,Magers & Quinn,Electronic,Yes,22,,,,Yes,Yes,,
23248,10/13/2021,University of Massachusetts Chan Medical School's Disability Community Based Solutoins,Electronic,Yes,1,Yes,,,,,,
23249,10/13/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23250,10/13/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23251,10/13/2021,"Lion Street Financial, LLC",Electronic,Yes,64,Yes,Yes,Yes,,Yes,,
23253,10/13/2021,"Coinbase, Inc.",Electronic,,98,,,,,Yes,,
23285,10/14/2021,MutualOne Bank,Electronic,,1,,,,Yes,,,
23286,10/14/2021,MutualOne Bank,Electronic,,1,,,,Yes,,,
23287,10/14/2021,MutualOne Bank,Electronic,,1,,,,Yes,,,
23288,10/14/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
23289,10/14/2021,MoneyLion Inc.,Electronic,Yes,53,,Yes,,,,,
23297,10/14/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
23298,10/14/2021,The Connell Company,Electronic,Yes,45,Yes,Yes,Yes,,Yes,,
23299,10/14/2021,Newbridge Securities Corporation,Electronic,Yes,607,Yes,Yes,,,Yes,,
23300,10/14/2021,Albion Dispensing Solutions,Electronic,Yes,1,,,,Yes,Yes,,
23301,10/14/2021,Ark Naturals,Electronic,Yes,8,Yes,Yes,,Yes,Yes,,
23302,10/14/2021,"Stone Pigman Walther Wittman, L.L.C.",Electronic,Yes,14,Yes,,Yes,,Yes,,
23303,10/14/2021,The Public School and Education Employees Retirement Systems of Missouri,Electronic,Yes,138,Yes,Yes,,,Yes,,
23304,10/14/2021,"Elevated Title, LLC",Electronic,Yes,17,Yes,Yes,Yes,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23305,10/14/2021,Securatex Ltd.,Electronic,Yes,1,Yes,,,,Yes,,
23306,10/14/2021,"Tower Laboratories, Ltd.",Electronic,Yes,1,Yes,,,,Yes,,
23307,10/15/2021,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
23308,10/15/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
23309,10/15/2021,The Village Bank,Electronic,,1,,,,Yes,,,
23310,10/15/2021,Walters & Mason Retail Inc. d/b/a Altar'd State,Electronic,Yes,1,Yes,,Yes,,Yes,,
23311,10/15/2021,"SA Stone Wealth Management, Inc.",Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
23312,10/15/2021,"OpenClose, a DBA of Beanstalk Networks, LLC",Electronic,,6,Yes,,,,Yes,,
23313,10/15/2021,"Lexington Eye Associates, Inc.",Both,Yes,3,Yes,,Yes,,Yes,,
23314,10/15/2021,"American Express Travel Related Services Company, Inc.",Electronic,,8,,,,Yes,,,
23315,10/15/2021,Umass Memorial Health,Electronic,Yes,2967,Yes,Yes,Yes,,Yes,,
23316,10/15/2021,PetroQuest Energy LLC,Electronic,Yes,32,Yes,,,,Yes,,
23317,10/15/2021,Environmental Control LLC d/b/a ENCON Heating & AC,Electronic,Yes,8,Yes,,,,Yes,,
23318,10/16/2021,The Leona Group,Electronic,Yes,2,Yes,,,,Yes,,
23319,10/17/2021,"SunBelt Xpress Logistics, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
23284,10/18/2021,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
23322,10/18/2021,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
23323,10/18/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
23324,10/18/2021,"Family of Woodstock, Inc",Electronic,Yes,47,Yes,Yes,Yes,Yes,Yes,,
23325,10/18/2021,ExamOne (A Quest Diagnostics company),Paper,Yes,1,,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23326,10/18/2021,"Sanders Equities, LLC",Electronic,Yes,1,Yes,,,,Yes,,
23328,10/18/2021,World Travel Holdings,Electronic,Yes,128,Yes,Yes,Yes,Yes,Yes,,
23329,10/18/2021,Buddhist Tzu Chi Foundation,Electronic,Yes,159,Yes,,,,Yes,,
23330,10/19/2021,"Taco John's International, Inc",Electronic,Yes,1,Yes,,,Yes,Yes,,
23331,10/19/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
23332,10/19/2021,"American Express Travel Related Services Company, Inc.",Electronic,,22,,,,Yes,,,
23333,10/19/2021,"Direct Travel, Inc.",Electronic,,52,,,Yes,,,,
23334,10/19/2021,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
23320,10/19/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23335,10/20/2021,"HEPACO, Inc",Electronic,Yes,15,Yes,,Yes,Yes,Yes,,
23336,10/20/2021,"SPRING MILL PARTNERS, LLC",Electronic,Yes,8,Yes,,,,Yes,,
23337,10/20/2021,UniBank for Savings,Paper,Yes,3,,Yes,,,,,
23338,10/20/2021,"Cedar Risk Management and Insurance Services, Inc.",Electronic,Yes,1,,,Yes,,Yes,,
23339,10/20/2021,"J.B. Hunt Transport, Inc.",Electronic,,2825,Yes,,,,Yes,,
23340,10/20/2021,"Toyo Tanso, USA",Electronic,Yes,1,Yes,Yes,,,Yes,,
23341,10/20/2021,Cabico & co,Electronic,Yes,5,Yes,,,,Yes,,
23342,10/21/2021,Urban Resource Institute,Electronic,,35,Yes,Yes,Yes,,Yes,,
23343,10/21/2021,Phil Long Dealerships,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
23344,10/21/2021,"Wallick & Volk, Inc",Electronic,Yes,3,Yes,Yes,,,Yes,,
23345,10/21/2021,"Peabody Properties, Inc.",Electronic,,15,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23346,10/21/2021,"Highlands Ranch Community Association, Inc",Electronic,Yes,5,,Yes,,,,,
23347,10/21/2021,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
23348,10/21/2021,"American Furniture Manufacturing, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
23349,10/21/2021,Rockland Trust,Electronic,Yes,2,,Yes,,,,,
23350,10/21/2021,Fidelity Brokerage Services LLC,Electronic,Yes,2,Yes,Yes,,,Yes,,
23351,10/21/2021,"SCUF Gaming International, LLC",Electronic,,691,,,,Yes,,,
23352,10/21/2021,Smile Brands Inc.,Electronic,Yes,247,Yes,Yes,,,Yes,,
23353,10/21/2021,"Kerasotes Showplace Theatres, LLC",Electronic,Yes,307,Yes,Yes,,,Yes,,
23321,10/21/2021,Prudential,Electronic,Yes,1,Yes,,,,Yes,,
23364,10/22/2021,"Sierra Wireless, Inc.",Electronic,Yes,12,Yes,Yes,Yes,,Yes,,
23365,10/22/2021,People's United Bank,Both,Yes,6,Yes,Yes,,,Yes,,
23366,10/22/2021,"Star Group, L.P.",Electronic,Yes,461,Yes,,,,Yes,,
23367,10/22/2021,Smith Protective Management,Electronic,Yes,1,Yes,Yes,,,Yes,,
23368,10/22/2021,Aspen American Insurance Company,Electronic,,6,Yes,,,,Yes,,
23369,10/22/2021,"Wells Fargo Bank, N.A.",Paper,,2,Yes,,,,Yes,,
23370,10/22/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
23363,10/24/2021,Kleinberg Lange Cuddy & Carlo LLP,Electronic,Yes,1,Yes,,,,Yes,,
23371,10/25/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23362,10/25/2021,"Personal Legal Plans, Inc. and Personal Legal Plans of GA, Inc.",Electronic,Yes,6,Yes,Yes,,,Yes,,
23357,10/25/2021,"Sheridan Production Company III, LLC",Electronic,Yes,159,Yes,Yes,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23358,10/25/2021,Cambridge Advisors,Electronic,Yes,1,Yes,Yes,,,Yes,,
23359,10/25/2021,St. Mary's Credit Union,Electronic,,5,,,,Yes,,,
23360,10/25/2021,"Silhouette America, Inc",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
23361,10/26/2021,"Standish Management, LLC",Electronic,Yes,2,Yes,Yes,,,Yes,,
23372,10/26/2021,"C.B. Fleet Company, Inc., a Prestige Consumer Healthcare
company",Electronic,Yes,3,Yes,,,,Yes,,
23373,10/26/2021,"McAllen Surgical Specialty Center, Ltd.",Electronic,Yes,1,Yes,,,,Yes,,
23354,10/26/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
23355,10/26/2021,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
23356,10/26/2021,"U.S. Bank, N.A.",Paper,,1,Yes,,Yes,,Yes,,
23386,10/26/2021,"H. Betti Industries, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
23387,10/26/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
23388,10/26/2021,The Wedge Medical Center,Electronic,Yes,4,Yes,Yes,,,Yes,,
23389,10/26/2021,Emergency Nurses Association,Electronic,Yes,8,Yes,,,,Yes,,
23385,10/27/2021,"Trucent, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
23378,10/27/2021,"Snider Tire, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
23379,10/27/2021,Paladin Advisors,Electronic,Yes,78,Yes,Yes,Yes,,Yes,,
23380,10/27/2021,California Physicians' Services d/b/a Blue Shield of California,Electronic,Yes,2,,,,,Yes,,
23381,10/27/2021,"Primary Residential Mortgage, Inc.",Electronic,Yes,701,Yes,,,,Yes,,
23382,10/27/2021,Massachusetts Department of Unemployment Assistance,Paper,,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23383,10/27/2021,Charter Next Generation,Electronic,Yes,178,Yes,Yes,,,Yes,,
23375,10/28/2021,"The Dolben Company, Inc.",Electronic,Yes,683,Yes,Yes,Yes,Yes,Yes,,
23376,10/28/2021,Gorilla Circuits,Electronic,Yes,6,Yes,,,,Yes,,
23377,10/28/2021,St. Marys Credit Union,Electronic,,6,,,,Yes,,,
23390,10/28/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
23391,10/28/2021,"Strategic Benefits Advisors, Inc.",Electronic,Yes,144,Yes,,,,,,
23392,10/28/2021,Surdna Foundation,Electronic,Yes,12,Yes,,,Yes,Yes,,
23393,10/28/2021,Certified Automotive Lease Corp. dba CAL Automotive,Electronic,Yes,5268,Yes,Yes,Yes,,Yes,,
23394,10/28/2021,BPM LLP,Electronic,Yes,3,Yes,,Yes,,Yes,,
23395,10/29/2021,"Community Medical Centers, Inc.",Electronic,Yes,9,Yes,,,,Yes,,
23396,10/29/2021,"Aronsohn Weiner Salerno & Kaufman, P.C.",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
23397,10/29/2021,"AGI Publishing, Inc. d/b/a Valley Yellow Pages",Electronic,Yes,13,Yes,,,,Yes,,
23398,10/29/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
23399,10/29/2021,Adams Community Bank,Electronic,,9,,,,Yes,,,
23400,10/29/2021,"Butterball, LLC",Electronic,Yes,3,,,Yes,,Yes,,
23401,10/29/2021,St Mary's Credit Union,Electronic,,2,,,,Yes,,,
23402,10/29/2021,St Mary's Credit Union,Electronic,,1,,,,Yes,,,
23403,10/29/2021,"Consolidated Asset Recovery Systems, Inc.",Electronic,Yes,1,,,Yes,,,,
23404,10/29/2021,Georgia Crown Distributing Co.,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
23405,10/29/2021,"Goldwater Bank, N.A.",Electronic,Yes,41,Yes,Yes,,,Yes,,
23406,10/29/2021,"James Rinne, MD",Electronic,,3,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23407,10/29/2021,"Feucht Financial Group, LLC",Both,Yes,2,Yes,Yes,,,Yes,,
23431,10/29/2021,Main Street Bank,Electronic,,3,,,,Yes,,,
23408,10/30/2021,The Village Bank,Electronic,,3,,,,Yes,,,
23409,11/1/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
23410,11/1/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
23411,11/1/2021,"G&J Pepsi-Cola Bottlers, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
23412,11/1/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
23413,11/1/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
23414,11/1/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
23415,11/1/2021,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
23416,11/1/2021,The Village Bank,Electronic,,1,,,,Yes,,,
23417,11/1/2021,The Village Bank,Electronic,,1,,,,Yes,,,
23418,11/1/2021,President and Fellows of Harvard College,Electronic,Yes,1,Yes,,,,Yes,,
23419,11/1/2021,Robin Wolff & Associates,Electronic,Yes,1,,Yes,,,Yes,,
23420,11/1/2021,"The Buona Companies, LLC",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
23421,11/2/2021,Shook & Fletcher Insulation Co.,Electronic,Yes,1,Yes,,,,Yes,,
23422,11/2/2021,Nationwide Laboratory Services,Electronic,Yes,166,Yes,,,,Yes,,
23423,11/2/2021,"Morgan Brown & Joy, LLP",Electronic,Yes,559,Yes,Yes,Yes,Yes,Yes,,
23424,11/2/2021,The Commonwealth of Massachusetts Executive Office of Health and Human Services: Medicaid,Paper,Yes,1,,Yes,,,,,
23425,11/2/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23426,11/2/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23427,11/2/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23428,11/2/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23429,11/2/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23430,11/2/2021,Main Street Bank,Electronic,,2,,,,Yes,,,
23432,11/2/2021,Maumee Express Inc.,Electronic,Yes,1,Yes,,,,,,
23470,11/2/2021,"Managed Markets Insight & Technology, LLC",Electronic,,15,Yes,,,,Yes,,
23434,11/3/2021,Chesapeake Sprinkler Company,Electronic,Yes,1,Yes,Yes,,,Yes,,
23435,11/3/2021,SI Group,Electronic,Yes,83,Yes,,,,Yes,,
23436,11/3/2021,"SMS Assist, L.L.C.",Electronic,,3,Yes,,,,Yes,,
23437,11/3/2021,"Baywood Medical Associates, PLC dba Desert Pain Institute",Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
23438,11/3/2021,Western Spirits Beverage Company,Electronic,Yes,,Yes,,,,Yes,,
23439,11/3/2021,KMT Brrr!,Electronic,Yes,147,,,Yes,,Yes,,
23440,11/3/2021,University Hospital,Electronic,Yes,10,Yes,,,,Yes,,
23441,11/3/2021,NVE Bank,Electronic,Yes,53,Yes,,,,Yes,,
23442,11/4/2021,Watertown Savings Bank,Electronic,,2,,,,Yes,,,
23443,11/4/2021,Columbia College of South Carolina,Electronic,Yes,10,Yes,Yes,,,Yes,,
23444,11/4/2021,Central Investment LLC,Electronic,Yes,3,Yes,,,,Yes,,
23445,11/4/2021,Maxim Healthcare Group,Electronic,Yes,3,Yes,,Yes,,Yes,,
23446,11/4/2021,Putnam County Memorial Hospital,Electronic,Yes,2,Yes,,,,Yes,,
23374,11/4/2021,APR Supply Co.,Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23433,11/4/2021,Lakeside School,Electronic,Yes,1,,,,,,,
23384,11/4/2021,Roppe Holding Company,Electronic,Yes,3,Yes,,,,Yes,,
23472,11/5/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
23473,11/5/2021,Signature Healthcare Brockton Hospital,Electronic,Yes,1,Yes,,,,,,
23447,11/5/2021,Webster Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
23448,11/5/2021,Domani Wealth,Electronic,Yes,1,Yes,,,,Yes,,
23449,11/5/2021,"Canfor Southern Pine, Inc.",Electronic,,1,Yes,,,,Yes,,Yes
23450,11/5/2021,TOPS Staffing,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
23451,11/5/2021,Massachusetts General Hospital,Electronic,,2,,Yes,,,,,
23452,11/5/2021,"Ivy Dental Care, PLLC d/b/a ""Shaenfield Family Dental""",Electronic,Yes,4,Yes,,Yes,,Yes,,
23453,11/5/2021,Costco Wholesale Corporation,Electronic,Yes,1,,,,Yes,Yes,,
23454,11/5/2021,Interstate Equities Corporation,Electronic,Yes,5,Yes,Yes,,,Yes,,
23455,11/5/2021,University of Maryland Global Campus,Electronic,Yes,53,Yes,,,,Yes,,
23456,11/5/2021,"Preservation of Affordable Housing, Inc",Electronic,Yes,83,Yes,,Yes,,Yes,,
23457,11/5/2021,Sea Mar Community Health Centers,Electronic,Yes,99,Yes,,,,Yes,,
23469,11/5/2021,Sumter County,Electronic,,1,Yes,,,,Yes,,
23458,11/6/2021,VyStar Credit Union,Electronic,Yes,1,,Yes,,,Yes,,
23528,11/7/2021,"APC Workforce Solutions II, LLC dba Workforce Logic",Electronic,Yes,1,Yes,,Yes,,Yes,,
23459,11/8/2021,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23460,11/8/2021,Fidelity Management Trust Company,Electronic,Yes,1,Yes,Yes,,,Yes,,
23461,11/8/2021,"JPMorgan Chase Bank, N.A.",Paper,Yes,1,Yes,,,,Yes,,
23462,11/8/2021,Association to Benefit Children,Electronic,Yes,7,Yes,Yes,,Yes,Yes,,
23463,11/8/2021,Potawatomi Business Development Corporation,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
23464,11/8/2021,"ARC 3 Gases, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
23465,11/8/2021,Rampart Brokerage Corp,Electronic,Yes,3,Yes,,Yes,,Yes,,
23466,11/8/2021,"CopperPoint Insurance Company, Pacific Compensation Insurance Company,",Electronic,Yes,4,Yes,,Yes,,Yes,,
