Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28308,9/26/2022,Cash Express,Electronic,Yes,1,,Yes,,,,,
28301,9/26/2022,Client 1st Financial,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
28302,9/26/2022,Oregon Public Broadcasting,Electronic,Yes,1,Yes,,,,Yes,,
28303,9/26/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
28304,9/26/2022,Mutual One Bank,Electronic,,1,,,,Yes,,,
28305,9/26/2022,"Wells Fargo Advisors Financial Network, LLC",Electronic,Yes,1,,Yes,,,Yes,,
28275,9/26/2022,"American Express Travel Related Services Company, Inc.",Electronic,,5,Yes,,,Yes,,,
28336,9/26/2022,The Commonwealth of Massachusetts Department of Revenue,Paper,Yes,1,Yes,,,,Yes,,
28274,9/27/2022,"American Express Travel Related Services Company, Inc.",Electronic,,5,Yes,,,Yes,,,
28306,9/27/2022,Fesmire & Williams,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
28309,9/27/2022,Dirigo Management Company,Electronic,Yes,9,Yes,Yes,,,Yes,,
28310,9/28/2022,MassMutual Life Insurance Company,Electronic,Yes,6,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28331,9/28/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
27983,9/28/2022,Security Federal Savings Bank,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
28311,9/29/2022,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
28312,9/29/2022,West Babylon Union Free School District,Electronic,Yes,4,,,Yes,,Yes,,
28313,9/29/2022,Bank of Little Rock,Electronic,Yes,5,Yes,Yes,,,Yes,,
28314,9/29/2022,Hallmark Aviation Services LP,Electronic,,1,Yes,,,,Yes,,
28315,9/29/2022,"Swissport North America, Inc.",Electronic,Yes,6,Yes,,,,Yes,,
28316,9/29/2022,"City of Tucson, AZ",Electronic,Yes,115,Yes,,Yes,,Yes,,
28317,9/29/2022,"JPMorgan Chase Bank, N.A.",Paper,,12,,Yes,,,,,
28318,9/29/2022,"focusIT, Inc.",Electronic,Yes,1501,Yes,,,,Yes,,
28272,9/29/2022,Somerset County,Electronic,Yes,14,,,Yes,,,,
28319,9/30/2022,The PenFacs Group,Electronic,Yes,54,Yes,Yes,Yes,,Yes,,
28320,9/30/2022,J O Hambro Capital Management Limited,Electronic,Yes,5,Yes,,,,Yes,,
28321,9/30/2022,"American Express Travel Related Services Company, Inc.",Electronic,,23,,,,Yes,,,
28322,9/30/2022,University of Alaska System,Electronic,Yes,2,Yes,Yes,,,Yes,,
28323,9/30/2022,"Baer's Furniture Company, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
28324,9/30/2022,Keck Medicine of USC,Electronic,,74,Yes,Yes,,,Yes,,
28325,9/30/2022,"Chemonics International, Inc.",Electronic,Yes,78,Yes,Yes,,Yes,Yes,,
28326,9/30/2022,Keswick Multi-Care Center,Electronic,Yes,3,Yes,,,,Yes,,
28327,9/30/2022,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
28328,9/30/2022,"Charlotte Radiology, P.A.",Electronic,Yes,3,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28329,9/30/2022,"The City of Fulton, New York",Electronic,Yes,39,Yes,,Yes,,Yes,,
28330,10/3/2022,WINCHESTER SAVINGS BANK,Electronic,,10,,,,Yes,,,
28332,10/3/2022,Massachusetts Executive Office of Health and Human Services,Electronic,,1,Yes,,,,,,
28334,10/3/2022,Mass General Brigham,Electronic,Yes,1,,,,,,,
28335,10/3/2022,Edovate Learning Corp,Electronic,Yes,9,,,,Yes,,,
28340,10/3/2022,Volunteer Lawyers Project of the Boston Bar Association,Electronic,Yes,4,Yes,Yes,,,Yes,,Yes
28341,10/3/2022,"Mativ Holdings, Inc.",Electronic,Yes,704,Yes,Yes,,,Yes,,
28342,10/3/2022,Fusion Credit Union Ltd.,Electronic,,1,Yes,Yes,,,Yes,,
28343,10/4/2022,"American Express Travel Related Services Company, Inc.",Electronic,,155,,,,Yes,,,
28344,10/4/2022,"Aurora Financial Group, Inc.",Electronic,,57,Yes,Yes,Yes,Yes,Yes,,
28337,10/4/2022,Salem Five Cents Savings Bank,Electronic,,60,,,,Yes,,,
28338,10/4/2022,"MGS Mfg. Group, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28339,10/4/2022,"Nationwide Retirement Solutions, Inc.",Electronic,Yes,16,Yes,,,,Yes,,
28345,10/5/2022,"American Express Travel Related Services Company, Inc.",Electronic,,28,,,,Yes,,,
28346,10/5/2022,Century Park Capital Partners,Electronic,Yes,13,Yes,Yes,,,Yes,,
28347,10/6/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28348,10/6/2022,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,
28349,10/6/2022,"BOKF, NA",Electronic,,188,Yes,Yes,,,Yes,,
28350,10/6/2022,"Reel FX, Inc.",Electronic,Yes,10,Yes,Yes,,,Yes,,
28351,10/6/2022,"PepsiCo, Inc.",Electronic,,31,,,Yes,,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28352,10/6/2022,"Marshall Financial Solutions, LLC",Electronic,Yes,5,Yes,,,,Yes,,
28353,10/6/2022,32 Bar Blues LLC,Electronic,,2740,,,,Yes,,,
28374,10/7/2022,Interstate Parking Company,Electronic,Yes,1,,Yes,Yes,,Yes,,
28375,10/7/2022,Dura-Shiloh,Electronic,Yes,1,Yes,Yes,,,Yes,,
28376,10/7/2022,"Windsong Radiology Group, P.C.",Electronic,Yes,22,Yes,,,,Yes,,
28377,10/7/2022,The State Bar of Georgia,Electronic,Yes,176,Yes,,Yes,,Yes,,
28378,10/7/2022,"Felix Storch, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
28379,10/7/2022,Watertown Savings Bank,Electronic,,72,,,,Yes,,,
28373,10/9/2022,"Family Paths, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28362,10/10/2022,"BBRG Dedham TR, LLC",Electronic,Yes,18,Yes,,,,Yes,,
28363,10/10/2022,"Tavistock Restaurants Upscale Group Holdings, LLC",Electronic,Yes,674,Yes,Yes,Yes,,Yes,,
28364,10/10/2022,"Tavistock Real Estate Management Services, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28365,10/10/2022,"GEE Group, Inc.",Electronic,Yes,1195,Yes,,,,Yes,,
28366,10/10/2022,UnitedHealthcare,Electronic,,402,Yes,,,,Yes,,
28367,10/10/2022,"Tavistock Development Company, LLC",Electronic,Yes,1988,Yes,,Yes,,Yes,,
28368,10/10/2022,Tavistock Corporation,Electronic,Yes,5058,Yes,Yes,Yes,Yes,Yes,,
28369,10/10/2022,Nexus Luxury Management Company Ltd. doing business as Albany Condominiums,Electronic,Yes,24,Yes,,,,Yes,,
28370,10/10/2022,Lake Nona Estates Management LLC,Electronic,Yes,9,Yes,,,,Yes,,
28371,10/10/2022,"Country Club Management of Orlando, Inc.",Electronic,Yes,21,Yes,Yes,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28372,10/10/2022,"100 Church Street Club, Inc.",Electronic,Yes,2,Yes,,,Yes,Yes,,
28380,10/11/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28381,10/11/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28382,10/11/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28383,10/11/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28384,10/11/2022,The Hibbert Company,Electronic,Yes,2,Yes,,,,Yes,,
28385,10/11/2022,The Quest Group,Electronic,Yes,2,Yes,,Yes,,Yes,,
28386,10/11/2022,"Cogeco US Finance, LLC, d/b/a Breezeline (f/k/a Atlantic Broadband)",Electronic,,59,Yes,,,,Yes,,
28387,10/11/2022,"Creative Capital Management Investments, LLC",Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
28388,10/11/2022,"Elite Spice, Inc. Health Plan",Electronic,Yes,1,Yes,,,,Yes,,
28389,10/11/2022,WTS International LLC,Electronic,,5,Yes,,,,Yes,,
28390,10/11/2022,The Village Bank,Electronic,,14,,Yes,,Yes,,,
28391,10/11/2022,WINCHESTER SAVINGS BANK,Electronic,,6,,,,Yes,,,
28392,10/11/2022,MKD Electric,Electronic,Yes,1,Yes,,Yes,,Yes,,
28354,10/11/2022,"Timpano Acquisition, LLC",Electronic,Yes,3,Yes,,,,Yes,,
28355,10/11/2022,"Tavistock Towncenter Container Park, LLC",Electronic,Yes,2,Yes,,,,Yes,,
28356,10/11/2022,"Tavistock Towncenter Brewery, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28357,10/11/2022,"Tavistock Atlanta Restaurants, LLC",Electronic,Yes,4,Yes,,,,Yes,,
28358,10/11/2022,"BBRG Woburn TR, LLC",Electronic,Yes,22,Yes,,,,Yes,,
28359,10/11/2022,"BBRG Waterfront TR, LLC",Electronic,Yes,248,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28360,10/11/2022,"BBRG TR, LLC",Electronic,Yes,211,Yes,,,,Yes,,
28361,10/11/2022,"BBRG Newbury TR, LLC",Electronic,Yes,274,Yes,,,,Yes,,
28393,10/12/2022,Hispanic Scholarship Fund,Electronic,Yes,2,,,Yes,,,,
28394,10/12/2022,The Scoular Company,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
28395,10/12/2022,Cooperativa de Ahorra y Credito Roosevelt Roads,Electronic,Yes,30,Yes,Yes,,,Yes,,
28396,10/12/2022,Wyomissing Borough,Electronic,Yes,7,Yes,,Yes,,Yes,,
28400,10/12/2022,Lindberg & Ripple,Electronic,Yes,92,Yes,Yes,Yes,,Yes,,
28401,10/12/2022,P2 Energy Solutions,Electronic,Yes,1,Yes,,,,Yes,,
28402,10/12/2022,Tudor Realty Services Corp.,Electronic,Yes,5,Yes,Yes,,,Yes,,
28403,10/12/2022,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,Yes,,,,Yes,,
28404,10/12/2022,Bouhan Falligant,Electronic,Yes,1,,,,Yes,,,
28405,10/12/2022,"Dr. Alexander J. Richardson, D.P.M.",Electronic,,2,Yes,,,,Yes,,
28480,10/12/2022,Cambridge Savings Bank,Electronic,Yes,1,,Yes,,,,,
28407,10/13/2022,FDG J&N LLC,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
28408,10/13/2022,"Vellum Mortgage, Inc.",Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
28397,10/13/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28398,10/13/2022,University of Alaska,Electronic,Yes,1,Yes,,,,Yes,,
28399,10/13/2022,M Green and Company LLP,Electronic,Yes,2,Yes,,,,Yes,,
28333,10/13/2022,"Northern Data Systems, Inc.",Electronic,Yes,77,Yes,Yes,Yes,Yes,Yes,,
28406,10/14/2022,"Alternative Investment Resource, LLC d/b/a AIR Asset Management",Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
28418,10/14/2022,"WCP Rohrer Topco, LLC",Electronic,Yes,11,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28419,10/14/2022,The Opportunity Alliance,Paper,Yes,1,Yes,,,,Yes,,
28420,10/14/2022,Mount Vernon Mills Inc,Electronic,Yes,4,Yes,,,,Yes,,
28421,10/14/2022,Ascension St. Vincent's Coastal Cardiology,Electronic,Yes,5,Yes,,Yes,,Yes,,
28422,10/14/2022,Bank of America,Paper,Yes,2,Yes,Yes,,,Yes,,
28409,10/17/2022,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28410,10/17/2022,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28411,10/17/2022,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28412,10/17/2022,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28413,10/17/2022,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28414,10/17/2022,Eastern Bank,Electronic,,43,,,,Yes,,,
28415,10/17/2022,The Cooperative Bank of Cape Cod,Electronic,Yes,332,,,,Yes,,,
28416,10/17/2022,"Cleary Insurance, Inc.",Electronic,Yes,155,Yes,Yes,Yes,,Yes,,
28417,10/17/2022,"Mission to the World (PCA), Inc.",Electronic,,4,Yes,Yes,,,Yes,,
28423,10/18/2022,Newcourse Communications,Electronic,Yes,5,Yes,,Yes,,Yes,,
28424,10/18/2022,Coca-Cola Beverages Northeast,Electronic,Yes,1,Yes,,,,Yes,,
28435,10/18/2022,"MTM Insurance Associates, LLC",Electronic,Yes,1,,Yes,,,Yes,,
28427,10/18/2022,"MTM Insurance Associates, LLC",Electronic,Yes,4,,,Yes,,Yes,,
28429,10/19/2022,Southeastern Financial,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
28430,10/19/2022,"Ryan Faenza Carey, P.C.",Electronic,Yes,1384,Yes,Yes,Yes,,Yes,,
28431,10/19/2022,"American Express Travel Related Services Company, Inc.",Electronic,,3,Yes,,,Yes,Yes,,
28432,10/19/2022,Country Doctor Community Health Clinic,Electronic,Yes,22,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28433,10/19/2022,Levin & Perconti LLP,Electronic,Yes,5,Yes,,,,Yes,,
28434,10/19/2022,Amadas Industries,Electronic,Yes,3,Yes,,Yes,Yes,Yes,,
28425,10/19/2022,Massachusetts General Hospital,Paper,Yes,1,Yes,,,,Yes,,
28426,10/19/2022,St. Marys Credit Union,Electronic,,8,,,,Yes,,,
28436,10/20/2022,"Sigmund Software, LLC",Electronic,Yes,24,Yes,,,,Yes,,
28437,10/20/2022,Klatzkin & Company LLP,Electronic,Yes,19,Yes,Yes,,,Yes,,
28438,10/20/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
28439,10/20/2022,Rockland Trust,Paper,Yes,1,Yes,Yes,Yes,,Yes,,
28440,10/20/2022,"Fontainebleau Florida Hotel, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28441,10/20/2022,"WM Symposia, Inc.",Electronic,,4,,,,Yes,,,
28428,10/20/2022,"Flambeau, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28442,10/21/2022,WINCHESTER SAVINGS BANK,Electronic,,13,,,,Yes,,,
28443,10/21/2022,"Pynenberg & Scheske DDS,SC",Electronic,Yes,1,Yes,,,,Yes,,
28445,10/21/2022,Abcam plc,Electronic,,664,Yes,Yes,,,Yes,,
28446,10/21/2022,"MODE Global, LLC",Electronic,Yes,45,Yes,,Yes,,Yes,,
28447,10/21/2022,Emtec Inc.,Electronic,Yes,46,Yes,Yes,,,Yes,,
28448,10/21/2022,"Phoenix Programs of Florida, Inc.",Electronic,Yes,69,Yes,,,,Yes,,
28449,10/21/2022,Benchmark Education Company,Electronic,Yes,31,Yes,Yes,Yes,,Yes,,
25852,10/21/2022,Boeing Employees' Credit Union,Paper,Yes,8,,Yes,,,,,
28444,10/23/2022,Newcourse Communications,Electronic,Yes,3,Yes,,,,Yes,,
28450,10/24/2022,"Hartley, Rowe & Fowler P.C.",Electronic,Yes,1,Yes,,,,Yes,,
28451,10/24/2022,Community Powered Federal Credit Union,Electronic,Yes,12,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28452,10/24/2022,Vivendi Ticketing US LLC (d/b/a See Tickets US),Electronic,Yes,13040,,,,Yes,,,
28453,10/24/2022,SAVERS BANK,Electronic,,1,,,,Yes,,,
28454,10/24/2022,Kal Krishnan Consulting Services,Electronic,Yes,2,Yes,Yes,,,Yes,,
28461,10/24/2022,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
28458,10/25/2022,Whitman Breen Abbott & Morgan LLC,Electronic,Yes,8,Yes,Yes,,,Yes,,
28459,10/25/2022,Symbia Logistics,Electronic,Yes,38,Yes,,Yes,,Yes,,
28460,10/25/2022,"Webster Equity Partners, LLC",Electronic,Yes,2,Yes,,,,Yes,,
28465,10/26/2022,Adams Community Bank,Electronic,,2,,,,Yes,,,
28466,10/26/2022,Adams Community Bank,Electronic,,2,,,,Yes,,,
28467,10/26/2022,Adams Community Bank,Electronic,,1,,,,Yes,,,
28462,10/26/2022,MutualOne Bank,Paper,,1,,,,Yes,,,
28463,10/26/2022,"Resourcing Edge I, LLC",Electronic,Yes,26,Yes,,,,Yes,,
28455,10/26/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28456,10/26/2022,Stock Gumshoe,Electronic,,30,,,,Yes,,,
28457,10/26/2022,FNBC Bank & Trust,Electronic,Yes,1,Yes,,,,Yes,,
28464,10/27/2022,Davenport Community Schools,Electronic,Yes,2,Yes,,Yes,,Yes,,
28475,10/27/2022,"Minka Lighting, LLC",Electronic,Yes,49,Yes,,,Yes,Yes,,
28476,10/27/2022,"Rosenfield & Company, PLLC",Electronic,Yes,1,Yes,,,,Yes,,
28477,10/27/2022,V2 Logistics Corp.,Electronic,Yes,21,,,Yes,Yes,,,
28478,10/27/2022,Massachusetts Mutual Life Insurance Company,Electronic,Yes,1,Yes,,Yes,,Yes,,
28479,10/27/2022,"Barry J. Kay & Co., CPAs",Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28468,10/27/2022,Salem Five Cents Savings Bank,Electronic,,6,,,,Yes,,,
28469,10/27/2022,"Carolyn Secor, P.A.",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
28470,10/28/2022,"Nationwide Optometry, P.C.",Electronic,,2,Yes,Yes,,,Yes,,
28471,10/28/2022,WINCHESTER SAVINGS BANK,Electronic,,7,,,,Yes,,,
28472,10/28/2022,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
28473,10/28/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
28474,10/28/2022,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
28481,10/28/2022,Maximus Inc.,Electronic,Yes,13,Yes,,Yes,,,,
28482,10/28/2022,Mass General Brigham,Electronic,Yes,1,Yes,,,,,,
28483,10/28/2022,"Breckenridge IS, Inc./Overby- Seawell Company",Electronic,Yes,11,,Yes,,,Yes,,
28484,10/28/2022,Allstate Insurance Company,Electronic,,13,Yes,,Yes,,Yes,,
28485,10/28/2022,Diamond Mowers LLC,Electronic,Yes,1,,,Yes,,Yes,,
28486,10/28/2022,"SightCare, Inc.",Electronic,,9,Yes,Yes,,,Yes,,
28487,10/28/2022,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
28496,10/28/2022,TaxSquad,Electronic,Yes,9,Yes,,,,Yes,,
28494,10/29/2022,Multi-Color Corporation,Electronic,Yes,3,Yes,,Yes,,Yes,,
28495,10/29/2022,Newcourse Communications,Electronic,Yes,15,Yes,,,,Yes,,
28489,10/31/2022,"Beyond 79, LLC",Electronic,Yes,1896,Yes,Yes,,,Yes,,
28490,10/31/2022,"Comco Plastics, Inc",Electronic,Yes,1,Yes,Yes,,,Yes,,
28491,10/31/2022,ExamOne (a Quest Diagnostics Company),Paper,Yes,15,,,Yes,,,,
28492,10/31/2022,"Administrative Fund of the Detectives' Endowment Association, Inc.",Electronic,Yes,25,Yes,Yes,Yes,Yes,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28493,10/31/2022,"Wells Fargo Bank, N.A.",Electronic,Yes,3,,Yes,,,Yes,,
28497,11/1/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28498,11/1/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28499,11/1/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28500,11/1/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28501,11/1/2022,MA Department of Revenue,Electronic,Yes,1,Yes,,,,Yes,,
28503,11/1/2022,U.S. Translation Company,Electronic,Yes,1,Yes,,,,Yes,,
28504,11/1/2022,Pathward N.A.,Electronic,,4270,,Yes,,,,,
28505,11/1/2022,SAVERS BANK,Electronic,,2,,,,Yes,,,
28506,11/1/2022,"JPMorgan Chase Bank, N.A.",Paper,,1,,Yes,,,,,
28507,11/1/2022,The Commonwealth of Massachusetts Department of Revenue,Undefined,Yes,5,Yes,,,,Yes,,
28508,11/1/2022,The Commonwealth of Massachusetts Department of Revenue,Undefined,Yes,1,Yes,,,,Yes,,
28509,11/1/2022,The Commonwealth of Massachusetts Department of Revenue,Undefined,Yes,3,Yes,,,,Yes,,
28488,11/1/2022,"American Express Travel Related Services Company, Inc.",Electronic,,6,,,,Yes,,,
28510,11/2/2022,Morrison Products,Electronic,Yes,1,Yes,,,,Yes,,
28511,11/2/2022,William T. Burnett & Co,Electronic,Yes,3,Yes,Yes,,,Yes,,
28512,11/2/2022,"Ethos Group, Inc.",Electronic,Yes,34537,,,Yes,,,,
28513,11/2/2022,"Bunkhouse Management, LLC",Electronic,Yes,2,Yes,,Yes,,Yes,,
28502,11/2/2022,Three Rivers Provider Network,Electronic,Yes,8,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28514,11/3/2022,"Philip Shenkman, C.P.A., P.A.",Electronic,Yes,3,Yes,,,,Yes,,
28515,11/3/2022,United Veterinary Care,Electronic,Yes,21,Yes,Yes,,,Yes,,
28516,11/3/2022,"Sanford Heisler Sharp, LLP",Electronic,Yes,38,Yes,Yes,Yes,,Yes,,
28517,11/3/2022,Bank of America,Paper,,3,Yes,,,,Yes,,
28518,11/3/2022,Traffic Safety Warehouse,Electronic,,31,,,,Yes,,,
28537,11/3/2022,"Club Quarters Management Company, LLC",Electronic,,93,,,,,,,
28538,11/3/2022,"Fund Evaluation Group, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28539,11/3/2022,Dickenson Peatman Fogarty,Electronic,Yes,1,Yes,,,,Yes,,
28540,11/3/2022,Holmes Community College,Electronic,Yes,1,Yes,,,,Yes,,
28519,11/4/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28529,11/4/2022,"American Express Travel Related Services Company, Inc",Electronic,,3,,,,Yes,,,
28530,11/4/2022,Salud Family Health,Electronic,Yes,74,Yes,Yes,Yes,Yes,Yes,,
28531,11/4/2022,Trustees of Amherst College,Electronic,Yes,263,Yes,Yes,,,Yes,,
28532,11/4/2022,"General Health System, Inc.",Electronic,Yes,10,Yes,,Yes,,Yes,,
28533,11/4/2022,"Nease, Lagana, Eden & Culley",Electronic,Yes,4,Yes,,Yes,,Yes,,
28534,11/4/2022,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
28535,11/4/2022,"Intab, LLC",Electronic,,1,,,,Yes,,,
28536,11/4/2022,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
28520,11/7/2022,MutualOne Bank,Electronic,,1,,,,Yes,,,
28521,11/7/2022,Planning Team,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
28523,11/7/2022,"McMillan Metro, P.C.",Electronic,Yes,12,Yes,Yes,Yes,Yes,Yes,,
28524,11/7/2022,TransUnion LLC,Electronic,Yes,14,Yes,Yes,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28525,11/7/2022,CWGS Group,Electronic,Yes,154,Yes,Yes,Yes,Yes,Yes,,
28526,11/7/2022,Metropolitan Associates,Electronic,Yes,7,Yes,Yes,,,Yes,,
28527,11/7/2022,Cambridge Trust Company,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
28528,11/7/2022,WINCHESTER AVINGS BANK,Electronic,,12,,,,Yes,,,
28542,11/8/2022,Mercyhurst University,Electronic,Yes,132,Yes,Yes,Yes,,Yes,,
28545,11/8/2022,Eagle Bank,Electronic,Yes,476,Yes,Yes,Yes,,Yes,,
28546,11/8/2022,"Best Buy Stores, LP",Electronic,,1,,,,Yes,,,
28547,11/8/2022,The Village Bank,Electronic,,1,,,,Yes,,,
28522,11/8/2022,Salem Five Cents Savings Bank,Electronic,,1,,,,,,,
28543,11/9/2022,Westfield State University,Electronic,,2,Yes,,Yes,,Yes,,
28544,11/9/2022,Hettich Instruments,Electronic,Yes,19,Yes,,,,Yes,,
28541,11/9/2022,Old Point National Bank,Electronic,Yes,17,Yes,Yes,Yes,,Yes,,
28575,11/9/2022,GATE Petroleum Company,Electronic,Yes,7,Yes,,,,Yes,,
28577,11/9/2022,Webster Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
28578,11/9/2022,Webster Five Cents Savings Bank,Electronic,,6,,,,Yes,,,
28579,11/9/2022,University of Colorado,Electronic,Yes,6,Yes,,,,Yes,,
28570,11/10/2022,Liberty Healthcare Management,Electronic,Yes,1,Yes,,,,Yes,,
28571,11/10/2022,LoanCare,Electronic,,5,Yes,,Yes,,Yes,,
28572,11/10/2022,"Axley Brynelson, LLP",Electronic,Yes,7,Yes,,Yes,,Yes,,
28573,11/10/2022,"QM Services, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
28574,11/10/2022,Adams Community Bank,Electronic,,1,,,,Yes,,,
