Assigned Breach Number,Year,Date Reported To OCA,Organization Name,MA Residents Affected,Breach Occured at Reporting Entity,SSN Breached,Drivers Licenses Breached,Account Number Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26711,2022,6/13/2022,WINCHESTER SAVINGS BANK,6,0,0,0,0,1,0,0,0
26737,2022,6/13/2022,Simpson University,4,1,1,0,0,0,1,0,0
26738,2022,6/13/2022,"Meier Supply Company, Inc.",6,1,1,1,0,0,1,0,0
26739,2022,6/13/2022,"Fieldpoint Private Holdings, Inc.",39,1,1,1,1,1,1,0,0
26355,2022,6/13/2022,St. Mary's Credit Union,1,0,0,0,0,0,0,0,0
26321,2022,6/13/2022,Sears Law Office,389,1,1,1,1,1,1,0,0
26740,2022,6/14/2022,St. Mary's Credit Union,2,0,0,0,0,1,0,0,0
26741,2022,6/14/2022,"Quality Temporary Services, Inc",12,1,1,1,1,0,1,0,0
26742,2022,6/14/2022,"Ameriprise Financial, Inc.",112,1,1,0,1,0,1,0,0
26743,2022,6/14/2022,"Compañia Panameña de Aviacion, S.A.",2,1,0,1,0,0,1,0,0
26744,2022,6/14/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26745,2022,6/14/2022,Eastern Bank,26,0,0,0,0,1,0,0,0
26746,2022,6/14/2022,Faulkner University,58,1,1,0,0,0,1,0,0
26747,2022,6/14/2022,DiversiTech Corporation,1,1,1,0,0,0,1,0,0
26748,2022,6/14/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26749,2022,6/14/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26750,2022,6/14/2022,Shields Health Care Group Inc.,688855,1,1,0,0,0,0,0,0
26756,2022,6/14/2022,Noll Law Office,2,1,1,1,0,0,1,0,0
26757,2022,6/14/2022,Robert Half International Inc.,18,1,1,0,0,0,1,0,0
26761,2022,6/15/2022,Resolute Health Hospital,13,1,1,0,0,0,1,0,0
26752,2022,6/15/2022,SAVERS BANK,1,0,0,0,0,1,0,0,0
26754,2022,6/15/2022,Baptist Medical Center,245,1,1,0,0,0,1,0,0
26755,2022,6/15/2022,The Village Bank,1,0,0,0,0,1,0,0,0
26795,2022,6/15/2022,"City of Hobart, Indiana",3,1,1,0,1,1,1,0,0
26762,2022,6/16/2022,Main Street Bank,1,0,0,0,0,1,0,0,0
26763,2022,6/16/2022,"Brorson & Associates, P.C.",3,1,1,0,0,0,1,0,0
26764,2022,6/16/2022,Phelps County Regional Medical Center d/b/a Phelps Health,2,0,1,0,0,0,1,0,0
26758,2022,6/16/2022,"Guardian Fueling Technologies, LLC",2,1,1,1,0,0,1,0,0
26759,2022,6/16/2022,Town of Andover,5,1,1,1,0,0,1,0,0
26760,2022,6/16/2022,"American Express Travel Related Services Company, Inc.",465,0,0,0,0,1,0,0,0
26769,2022,6/17/2022,Epson Portland Inc.,1,1,1,0,0,0,1,0,0
26770,2022,6/17/2022,"Premere Infinity Rehab, LLC",62,0,1,1,1,0,1,0,0
26771,2022,6/17/2022,"Tosoh America, Inc.",2,1,1,0,0,0,1,0,0
26772,2022,6/17/2022,Academy Sports + Outdoors,2,1,1,1,0,0,1,0,0
26773,2022,6/17/2022,"Delta Group Electronics, Inc.",2,1,1,1,0,0,1,0,0
26774,2022,6/17/2022,Minuteman Senior Services,191,1,1,0,1,1,1,0,0
26775,2022,6/17/2022,"Flagstar Bank, FSB",11369,1,1,0,1,0,1,0,0
26776,2022,6/17/2022,Salem Five Cents Savings Bank,8,0,0,0,0,1,0,0,0
26765,2022,6/18/2022,"First Burkburnett Bancshares, Inc.",1,1,1,0,0,0,1,0,0
26789,2022,6/20/2022,Massachusetts Department of Unemployment Assistance,1,1,0,1,0,0,0,0,0
26768,2022,6/20/2022,PREISZ FINANCIAL,2,1,1,0,0,0,1,0,0
27837,2022,6/20/2022,Community of Hope D.C.,2,1,0,0,1,0,1,0,0
26791,2022,6/21/2022,Auxiliary Campus Enterprises and Services,1,1,1,1,1,0,1,0,0
26792,2022,6/21/2022,Massachusetts Department of Unemployment Assistance,1,1,0,1,0,0,0,0,0
26777,2022,6/21/2022,Riverbend Funding/Praxis Capital,29,1,1,0,0,0,1,0,0
26778,2022,6/21/2022,"Pape-Dawson Engineers, Inc",1,1,1,0,0,0,1,0,0
26779,2022,6/21/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26780,2022,6/21/2022,Salem Five Cents Savings Bank,5,0,0,0,0,1,0,0,0
26781,2022,6/21/2022,"Randall-Reilly, LLC",115,0,1,1,0,0,1,0,0
26782,2022,6/21/2022,Massachusetts General Hospital,1,1,1,0,1,0,1,0,0
26766,2022,6/21/2022,Salem Five Cents Savings Bank,86,0,0,0,0,1,0,0,0
26767,2022,6/21/2022,WINCHESTER SAVINGS BANK,4,0,0,0,0,1,0,0,0
26784,2022,6/22/2022,"New Schryver, LLC d/b/a TridentCare",2,1,1,0,0,0,1,0,1
26785,2022,6/22/2022,Diligent Corporation,11,1,1,0,0,0,1,0,0
26786,2022,6/22/2022,"Mason Tenders' District Council Welfare Fund, Annuity Fund, and Pension Fund",86,1,1,0,0,0,1,0,0
26787,2022,6/22/2022,"Seigfreid Bingham, PC",1,1,1,1,0,1,1,0,0
26788,2022,6/22/2022,"Opportunity Works, Inc.",200,0,1,1,0,0,1,0,0
26810,2022,6/22/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26796,2022,6/23/2022,"Build-It Construction Services, Inc.",5,1,1,1,0,0,1,0,0
26797,2022,6/23/2022,Garlock Printing,10,1,1,0,0,0,1,0,0
26798,2022,6/23/2022,Great Smoky Mountains Association,30,1,0,0,0,1,0,0,0
26793,2022,6/23/2022,Resort Hotel Association,2,1,1,1,0,0,0,0,0
26783,2022,6/23/2022,Massachusetts Department of Unemployment Assistance,1,1,0,1,0,0,0,0,0
26799,2022,6/24/2022,Massachusetts Department of Unemployment Assistance,1,1,0,1,0,0,0,0,0
26800,2022,6/24/2022,Schylling Inc,50,1,1,0,0,0,1,0,0
26801,2022,6/24/2022,WINCHESTER SAVINGS BANK,3,0,0,0,0,1,0,0,0
26802,2022,6/24/2022,"Center for Sight, Inc.",34459,0,1,0,0,0,1,0,0
26803,2022,6/24/2022,Enloe Inc.,6,1,1,0,0,0,1,0,0
27949,2022,6/26/2022,"JPMorgan Chase Bank, N.A",1,1,0,0,1,0,0,0,0
26804,2022,6/27/2022,The Village Bank,1,0,0,0,0,1,0,0,0
26805,2022,6/27/2022,Massachusetts Department of Unemployment Assistance,1,1,0,1,0,0,0,0,0
26806,2022,6/27/2022,"Proliant Settlement Systems, LLC",22,0,1,1,1,1,1,0,0
26808,2022,6/27/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26809,2022,6/27/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26811,2022,6/27/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
26812,2022,6/27/2022,St. Marys Credit Union,1,0,0,0,0,1,0,0,0
26813,2022,6/27/2022,Guggenheim Partners LLC,12,0,1,0,1,0,1,0,0
26814,2022,6/27/2022,"Solomon & Company CPA, Inc.",254,0,1,0,1,0,1,0,0
26815,2022,6/27/2022,Nations Lending Corporation,43,0,1,1,1,0,1,0,0
26816,2022,6/27/2022,Harrison French & Associates Ltd.,89,0,1,1,1,0,1,0,0
26817,2022,6/27/2022,"Acts Retirement Services, Inc. and Affiliates",80,1,1,0,1,0,1,0,0
26818,2022,6/27/2022,Churchill Mortgage Corporation,2,0,1,0,1,0,1,0,0
26819,2022,6/28/2022,Adams Community Bank,1,0,0,0,0,1,0,0,0
26820,2022,6/28/2022,"Jordan Health Products, LLC d/b/a/ Avante Health Solutions",17,0,1,1,1,1,1,0,0
26821,2022,6/28/2022,The Village Bank,1,0,0,0,1,1,0,0,0
26822,2022,6/28/2022,Massachusetts Department of Unemployment Assistance,1,1,1,1,0,0,1,0,0
26824,2022,6/29/2022,Massachusetts Department of Unemployment Assistance,1,1,1,0,0,0,1,0,0
26825,2022,6/29/2022,Superalloy Manufacturing Solutions Corporation,14,1,1,0,0,0,1,0,0
26826,2022,6/29/2022,Town of Millis Ambulance Service,3148,0,1,1,0,0,1,0,0
26828,2022,6/29/2022,Arrowood LLP,50,1,1,1,1,1,1,0,0
26829,2022,6/29/2022,Safety Insurance Company,19,0,0,1,0,0,1,0,0
26830,2022,6/29/2022,Digital Insurance LLC d/b/a/ OneDigital,247,0,1,0,0,0,1,0,0
26859,2022,6/30/2022,"Pet Food Experts, LLC",151,1,1,1,0,0,1,0,0
26860,2022,6/30/2022,"American Express Travel Related Services Company, Inc.",10,0,0,0,0,1,0,0,0
26861,2022,6/30/2022,HP Hood LLC,177,1,1,1,1,1,1,0,0
26862,2022,6/30/2022,Michigan Avenue Immediate Care,783,1,1,1,0,0,1,0,0
26863,2022,6/30/2022,The Energy Cooperative,11,1,1,0,0,0,1,0,0
27838,2022,6/30/2022,St. Marys Credit Union,3,0,0,0,0,1,0,0,0
27839,2022,6/30/2022,The Village Bank,1,0,0,0,0,1,0,0,0
26857,2022,6/30/2022,Virginia Commonwealth University Health,5,1,1,0,0,0,1,0,0
27836,2022,6/30/2022,Salem Five Cents Savings Bank,2,0,0,0,0,1,0,0,0
26851,2022,7/1/2022,"American Express Travel Related Services Company, Inc",18,0,0,0,0,1,0,0,0
26852,2022,7/1/2022,"Lightfoot, Franklin & White, LLC",13,1,1,1,0,0,1,0,0
26853,2022,7/1/2022,"Professional Finance Company, Inc.",4224,1,1,0,0,0,1,0,0
26854,2022,7/1/2022,"Bergen's Promise, Inc.",9,1,1,1,0,0,1,0,0
26855,2022,7/1/2022,SAVERS BANK,1,0,0,0,0,1,0,0,0
26856,2022,7/1/2022,"American Express Travel Related Services Company, Inc.",114,0,0,0,0,1,0,0,0
26839,2022,7/1/2022,"WellDyneRx, LLC",129,1,1,1,0,0,1,0,0
26840,2022,7/1/2022,Beauty Plus Trading Co. Inc,25,1,1,1,1,1,1,0,0
26841,2022,7/1/2022,"Carolina Behavioral Health Alliance, LLC",52,1,1,0,0,0,1,0,0
26842,2022,7/1/2022,"J. Morita USA, Inc.",1,1,1,1,1,1,1,0,0
26843,2022,7/1/2022,"ATC Healthcare Services, LLC",12,1,1,1,0,0,0,0,0
26844,2022,7/1/2022,East West Family of Companies,14,1,1,0,0,0,1,0,0
26845,2022,7/1/2022,"Habasit America, Inc.",8,1,1,1,1,1,1,0,0
26832,2022,7/5/2022,Florida Birth-Related Neurological Injury Compensation Association,1,1,1,0,0,0,1,0,0
26833,2022,7/5/2022,Southwest Health Center,4,1,1,0,0,0,1,0,0
26834,2022,7/5/2022,Iron Workers Local Union No. 3,7,1,1,0,0,0,1,0,0
26835,2022,7/5/2022,"Woodinville Whiskey Company, LLC",1,0,0,0,0,1,1,0,0
26836,2022,7/5/2022,Massachusetts Department of Unemployment Assistance,1,1,0,1,0,0,0,0,0
26838,2022,7/5/2022,"Zola, Inc.",107,1,0,0,0,1,0,0,0
27831,2022,7/6/2022,"Howard, Kohn, Sprague & Fitzgerald, LLP",2,1,1,1,0,0,1,0,0
27832,2022,7/6/2022,Massachusetts Department of Unemployment Assistance,1,1,0,1,0,0,0,0,0
27833,2022,7/6/2022,"Sixt Rent-a-Car, LLC",56,1,1,1,1,0,1,0,0
27834,2022,7/6/2022,"Mafcote, Inc.",4,1,1,1,1,0,1,0,0
27835,2022,7/6/2022,Association for Behavioral Healthcare,2,1,1,1,0,0,1,0,0
26846,2022,7/6/2022,"Smith, Gambrell & Russell, LLP",760,1,1,1,0,0,1,0,0
26847,2022,7/6/2022,Main Street Bank,3,0,0,0,1,1,0,0,0
26849,2022,7/6/2022,Dedham Savings,39,0,0,0,0,1,0,0,0
26850,2022,7/6/2022,"Kinkead & Stilz, PLLC",3,1,1,0,1,0,1,0,0
26831,2022,7/6/2022,"Child & Family Services, Inc.",1681,1,1,1,1,0,1,0,0
26858,2022,7/6/2022,Department of Family and Medical Leave,3,1,1,0,0,0,1,0,0
27871,2022,7/7/2022,"Prysmian Cables and Systems USA, LLC d/b/a Prysmian Group",14,0,1,0,0,0,1,0,0
27840,2022,7/7/2022,"BMS CAT, Inc.",22,1,1,0,1,1,1,0,0
26827,2022,7/7/2022,Watertown Savings Bank,9,0,0,0,1,1,0,0,0
27842,2022,7/8/2022,Princeton University,548,1,1,0,0,0,1,0,0
27843,2022,7/8/2022,Associated Eye Care,2,0,1,0,0,0,1,0,0
27844,2022,7/8/2022,The People Concern,1,1,1,1,0,0,1,0,0
27845,2022,7/8/2022,North American Spine Society,105,1,1,1,1,1,1,0,0
27846,2022,7/8/2022,Cape Cod Five,1,1,0,0,1,0,0,0,0
27853,2022,7/8/2022,"Chefs' Toys, LLC",52,1,0,0,0,1,0,0,0
27854,2022,7/8/2022,Central Licensing Bureau,1,1,1,1,0,0,1,0,0
27855,2022,7/8/2022,Green Mountain Electric Supply,2,1,0,1,0,0,1,0,0
27857,2022,7/8/2022,"City Harvest, Inc.",212,1,1,1,1,1,1,0,0
27847,2022,7/11/2022,"Warner Norcross and Judd, LLP",1157,1,1,0,1,0,1,0,0
27848,2022,7/11/2022,"Afni, Inc.",2892,1,1,0,1,1,1,0,0
27849,2022,7/11/2022,"BC International Group, Inc.",23,1,1,0,0,0,1,0,0
27850,2022,7/11/2022,"Nautic Partners, LLC",7,1,1,0,1,1,1,0,0
27851,2022,7/11/2022,Eagle Bank,3,0,0,0,0,1,0,0,0
27852,2022,7/11/2022,The Village Bank,1,0,0,0,0,1,0,0,0
27858,2022,7/12/2022,"Blue Cross and Blue Shield of Massachusetts, Inc.",3561,0,1,0,0,0,1,0,0
27859,2022,7/12/2022,"Kevin Wolf, DPM d/b/a Goldsboro Podiatry",3,0,1,0,0,0,1,0,0
27860,2022,7/12/2022,"LendingTree, LLC",1903,1,1,0,0,0,1,0,0
27869,2022,7/12/2022,"MKRDY Ogunquit, LLC",33,1,1,0,0,0,1,0,0
27881,2022,7/12/2022,Webster Five Cents Savings Bank,31,0,0,0,0,1,0,0,0
27882,2022,7/12/2022,Benson Health,1,1,1,0,0,0,1,0,0
27873,2022,7/13/2022,KMJ Corbin & Company LLP,9,1,1,0,0,0,1,0,0
27875,2022,7/13/2022,"Lawson Products, Inc.",77,1,1,1,1,1,1,0,0
27877,2022,7/13/2022,The de Paul School,2,0,0,0,1,0,1,0,0
27878,2022,7/13/2022,"Lincoln Investment Planning, LLC",891,1,1,0,1,0,1,0,0
27879,2022,7/13/2022,"Dr. Michelle A. Rivera, M.D. d/b/a Arlington Skin",11,0,1,0,0,0,1,0,0
27880,2022,7/13/2022,"Falcon Technologies, Inc.",2,1,1,0,0,0,1,0,0
27861,2022,7/13/2022,Main Street Bank,2,0,0,0,1,1,0,0,0
27862,2022,7/13/2022,InnerWorkings Inc,51,0,1,1,0,0,1,0,0
27863,2022,7/13/2022,Peterson International Underwriters,629,1,1,0,1,1,1,0,0
27864,2022,7/13/2022,Amica,1,1,0,1,0,0,1,0,0
27865,2022,7/13/2022,Klein DeNatale Goldner,6,1,1,1,0,1,1,0,0
27866,2022,7/13/2022,Salem Five Cents Savings Bank,1,0,0,0,0,1,0,0,0
27867,2022,7/13/2022,"Allied Urological Services, LLC",11,1,1,1,1,1,1,0,0
27868,2022,7/13/2022,American Trading and Production Corporation,1,1,0,1,0,0,1,0,0
27870,2022,7/14/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
27872,2022,7/14/2022,The Cooperative Bank of Cape Cod,271,0,0,0,0,1,0,0,0
27885,2022,7/14/2022,"Centerspace, LP",29,1,1,1,1,0,1,0,0
27886,2022,7/14/2022,"Johnson O'Hare Company, Inc.",268,1,1,1,0,1,1,0,0
27887,2022,7/14/2022,Heritage Life Insurance Company,2099,0,1,1,1,0,1,0,0
27888,2022,7/15/2022,Gas South LLC,6,1,1,0,0,0,1,0,0
27894,2022,7/15/2022,"CIS Group, LLC",10,1,1,0,0,0,1,0,0
27895,2022,7/15/2022,"Ardagh Glass, Inc.",46,1,1,1,1,0,1,0,0
27896,2022,7/15/2022,Northcentral University,12,1,1,0,0,0,1,0,0
27897,2022,7/15/2022,"Trade-PMR, Inc.",27,1,1,0,1,0,1,0,0
27898,2022,7/15/2022,"AFD Contract Furniture, Inc.",1,1,1,0,0,0,1,0,0
27899,2022,7/15/2022,The American Dental Association,1,1,1,0,0,0,1,0,0
27900,2022,7/15/2022,President and Fellows of Harvard College,5,1,0,0,1,0,1,0,0
27901,2022,7/15/2022,The Village Bank,1,0,0,0,0,1,0,0,0
27883,2022,7/15/2022,"Flexi-Van Holdings, LLC",3,1,0,1,0,0,1,0,0
27884,2022,7/15/2022,St. Mary's Credit Union,1,0,0,0,1,0,0,0,0
27905,2022,7/18/2022,"American Express Travel Related Services Company, Inc",1,0,0,0,0,1,0,0,0
27902,2022,7/18/2022,AllOne Health,749,1,1,1,0,0,1,0,0
27903,2022,7/18/2022,"Notorious Topco, LLC DBA Beauty Industry Group, Inc",1,1,1,0,0,0,1,0,0
27889,2022,7/18/2022,Rockland Trust,1,1,0,0,1,0,1,0,0
27890,2022,7/18/2022,Rockland Trust,1,1,0,0,1,0,1,0,0
27891,2022,7/18/2022,"Dow & Condon, Inc.",1,1,1,0,0,0,1,0,0
27892,2022,7/18/2022,Rockland Trust,1,0,0,0,1,0,1,0,0
27893,2022,7/18/2022,WINCHESTER SAVINGS BANK,9,0,0,0,0,1,0,0,0
27904,2022,7/19/2022,Atlantic Coast Athletic Clubs,11,1,1,0,0,0,1,0,0
27911,2022,7/19/2022,"PPA Holdings, Inc.",759,1,0,0,0,1,0,0,0
27913,2022,7/20/2022,"Apple, Inc.",1,0,0,0,0,1,1,0,0
27938,2022,7/20/2022,"Cavender Stores, Ltd.",1,1,1,0,1,0,1,0,0
27939,2022,7/20/2022,Man Investments Holdings Inc.,2,0,0,1,0,1,0,0,0
27940,2022,7/20/2022,"Jet Industries, Inc.",3,1,1,1,0,0,1,0,0
27906,2022,7/20/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
27907,2022,7/20/2022,Main Street Bank,3,0,0,0,1,1,0,0,0
27908,2022,7/20/2022,"Sappi North America, Inc.",50,1,1,0,0,0,1,0,0
27909,2022,7/20/2022,"Diamond Select Toys & Collectibles, LLC",4,1,0,0,0,1,0,0,0
27910,2022,7/20/2022,"JPMorgan Chase Bank, N.A.",1,1,0,0,1,0,0,0,0
27953,2022,7/20/2022,Gordon County,4,1,1,0,0,0,1,0,0
27937,2022,7/21/2022,"Wade Clark Mulcahy, LLP",3,1,0,1,0,0,1,0,0
27912,2022,7/21/2022,American Metalcraft,1,1,0,0,1,0,0,0,0
27927,2022,7/22/2022,"Clinivate, LLC",2,0,1,0,0,0,1,0,0
27928,2022,7/22/2022,"Arhaus, Inc.",10,1,1,0,0,0,1,0,0
27929,2022,7/22/2022,Cedar Rapids Community School District,2,1,1,1,1,0,1,0,0
27930,2022,7/22/2022,"City of Newport, Rhode Island",258,1,1,0,1,0,1,0,0
27931,2022,7/22/2022,"Green Mountain Electric Supply, Inc.",2,1,1,0,0,0,1,0,0
27932,2022,7/22/2022,"Zulily, LLC",634,1,0,0,0,1,0,0,0
27933,2022,7/22/2022,Massachusetts Institute of Technology,1,1,1,0,0,0,1,0,0
27935,2022,7/22/2022,Oklahoma City Housing Authority,7,1,1,0,0,0,1,0,0
27936,2022,7/22/2022,"American Express Travel Related Services Company, Inc.",16,0,0,0,0,1,0,0,0
27915,2022,7/22/2022,Bank of America,2,0,1,0,1,1,1,0,0
27916,2022,7/22/2022,Bank of America,1,1,1,0,1,1,1,0,0
27917,2022,7/22/2022,Bank of America,1,1,1,0,1,1,1,0,0
27918,2022,7/22/2022,The Village Bank,2,0,0,0,0,1,0,0,0
27919,2022,7/25/2022,Eastern Bank,864,0,0,0,0,1,0,0,0
27920,2022,7/25/2022,Main Street Bank,1,0,0,0,0,1,0,0,0
27921,2022,7/25/2022,Main Street Bank,1,0,0,0,0,1,0,0,0
27923,2022,7/25/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
27924,2022,7/25/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
27926,2022,7/25/2022,WINCHESTER SAVINGS BANK,5,0,0,0,0,0,0,0,0
27942,2022,7/25/2022,Santa Rosa County District Schools,1,1,1,0,0,0,1,0,0
27943,2022,7/25/2022,Wilson Tool International,1,1,1,0,0,0,1,0,0
27944,2022,7/25/2022,Reno Sub-Systems Inc,3,1,1,0,1,0,1,0,0
27945,2022,7/25/2022,Hanbury Evans Wright Vlattas + Company,31,1,1,0,1,0,1,0,0
27946,2022,7/25/2022,"Thomas & Libowitz, P.A.",2,1,1,0,0,0,1,0,0
27947,2022,7/26/2022,Gannon Associates,4,1,1,1,0,0,1,0,0
27948,2022,7/26/2022,"Laborers International Union of North America Local 1098
(""LIUNA Local 1098"")",3,1,1,0,0,0,1,0,0
27950,2022,7/26/2022,"American Retirement & Investment Strategies, LLC",184,1,1,0,1,0,1,0,0
27951,2022,7/26/2022,DigiPen Institute of Technology,20,1,1,1,0,0,1,0,0
27952,2022,7/26/2022,"Healthcare Trust of America, Inc. (HTA)",1,1,1,0,0,0,1,0,0
27956,2022,7/26/2022,WNC Bridge Foundation,6,1,0,0,1,0,1,0,0
27914,2022,7/26/2022,Goodman Campbell Brain & Spine,39,1,1,0,0,0,1,0,0
27941,2022,7/26/2022,BECU,220,0,1,0,1,0,1,0,0
27957,2022,7/27/2022,SHI International Corp.,76,1,1,0,0,0,1,0,0
27958,2022,7/27/2022,"BHG Holdings, LLC dba Behavioral Health Group",123,1,1,1,1,1,1,0,0
27959,2022,7/27/2022,Pawcatuck Fire Department,1,1,1,1,0,0,1,0,0
27960,2022,7/27/2022,The Village Bank,1,0,0,0,0,1,0,0,0
27961,2022,7/27/2022,"OneTouchPoint, Inc.",113811,1,0,0,0,0,0,0,0
27954,2022,7/27/2022,Primmer Piper Eggleston & Cramer PC,18,1,1,1,1,0,0,0,0
27955,2022,7/27/2022,"Gelt Finance, Inc.",10,1,0,1,0,0,1,0,0
27969,2022,7/28/2022,"Natech Plastics, Inc.",1,1,1,0,1,0,1,0,0
27970,2022,7/28/2022,"Ambassador Advisors, LLC",3,1,1,0,1,0,1,0,0
27971,2022,7/28/2022,"Gatto, Pope & Walwick, LLP",1,1,1,1,1,0,1,0,0
27972,2022,7/28/2022,"Padula Insurance Agency, Inc.",521,0,0,1,0,0,1,0,0
27962,2022,7/28/2022,The Lanier Law Firm,1,1,1,0,0,0,1,0,0
27963,2022,7/28/2022,The Delaware & Lehigh National Heritage Corridor,3,1,0,0,1,0,1,0,0
27964,2022,7/28/2022,"Davenport & Company, LLC",1,1,0,0,1,0,1,0,0
27967,2022,7/28/2022,"The North Highland Company, LLC",64,1,1,1,1,0,1,0,0
27968,2022,7/29/2022,"Gaedeke Group, LLC",5,1,1,0,0,0,1,0,0
27966,2022,7/29/2022,Rockland Trust,1,0,0,0,1,0,1,0,0
27974,2022,7/29/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
27975,2022,7/29/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
27976,2022,7/29/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
27978,2022,7/29/2022,"WSRP, LLC",2,1,1,1,1,1,1,0,0
27979,2022,7/29/2022,"Center for Living & Working, Inc.",1,1,0,0,0,0,0,0,0
27984,2022,7/29/2022,Steve Rice & Associates,7,1,1,1,1,0,1,0,0
27985,2022,7/29/2022,Gardner Resources Consulting LLC,3560,1,1,1,1,0,1,0,0
27986,2022,7/29/2022,Boston Scientific Corporation,3,1,0,1,0,0,0,0,0
27988,2022,8/1/2022,"American Express Travel Related Services Company, Inc",1,0,0,0,0,1,0,0,0
27989,2022,8/1/2022,The Southwestern Family of Companies,38,1,1,0,0,0,1,0,0
27980,2022,8/1/2022,Lake Charles Housing Authority,1,1,1,0,0,0,1,0,0
27981,2022,8/1/2022,Adams Community Bank,1,0,0,0,0,1,0,0,0
27982,2022,8/1/2022,WINCHESTER SAVINGS BANK,2,0,0,0,0,1,0,0,0
27990,2022,8/2/2022,Kikiktagruk Inupiat Corporation,1,1,0,0,1,0,1,0,0
27991,2022,8/2/2022,"Wells Fargo Bank, N.A.",144,1,0,0,1,0,1,0,0
27992,2022,8/2/2022,Igloo Inc.,1,1,1,0,1,0,1,0,0
27993,2022,8/2/2022,Simons Bitzer & Associates,2,1,1,0,0,0,1,0,0
27994,2022,8/2/2022,Smolin Lupin & Co.,10,1,1,1,1,1,0,0,0
27995,2022,8/2/2022,CareSource,147,0,0,0,0,0,0,0,0
27996,2022,8/2/2022,iQvestment LLC,1,0,0,0,1,0,0,0,0
27998,2022,8/2/2022,RINA Accountants & Advisors,69,1,1,1,1,0,1,0,0
27999,2022,8/2/2022,Kirkland Woods & Martinsen,1,1,0,0,1,0,1,0,0
28000,2022,8/2/2022,Adler Display Studio,2,1,1,1,0,0,1,0,0
28001,2022,8/2/2022,"Gage Brothers Concrete Products, Inc.",14,1,1,1,0,0,1,0,0
28002,2022,8/2/2022,"American Express Travel Related Services Company, Inc.",3,0,0,0,0,1,0,0,0
28064,2022,8/2/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
28022,2022,8/3/2022,Marymount Manhattan College,6771,1,1,1,0,0,1,0,0
28023,2022,8/3/2022,"Omnicell, Inc.",2,1,1,1,1,1,1,0,0
28024,2022,8/3/2022,"Orange Business Services U.S., Inc.",207,0,1,0,0,0,1,0,0
28025,2022,8/3/2022,Centralia College,7,1,1,0,0,0,1,0,0
28003,2022,8/3/2022,Nettworth Financial Group,4,1,1,1,1,0,1,0,0
28004,2022,8/3/2022,McCarter & English LLP,99,1,1,1,1,0,1,0,0
27997,2022,8/3/2022,Mutual One Bank,1,0,0,0,0,1,0,0,0
28011,2022,8/4/2022,R. R. Donnelley & Sons Company,998,1,1,1,0,0,1,0,0
28012,2022,8/4/2022,"Warner Music, Inc.",2,1,0,1,0,0,1,0,0
28013,2022,8/4/2022,Community Surgical Supply Inc.,744,1,1,1,0,0,1,0,0
28014,2022,8/4/2022,"Heritage Benefit Consultants, Inc",8,0,1,0,0,0,1,0,0
28015,2022,8/4/2022,"Your Business, Inc.",2,1,0,0,0,1,1,0,0
28016,2022,8/4/2022,"Molecular Pathology Laboratory Network, Inc",18,1,1,0,1,1,1,0,0
28017,2022,8/4/2022,Brown Rudnick LLP,2,1,1,0,0,0,1,0,0
28018,2022,8/4/2022,PBI Group Inc.,1,1,1,0,0,0,1,0,0
28019,2022,8/4/2022,TransUnion LLC,175,0,1,1,1,0,1,0,0
28020,2022,8/4/2022,Watertown Savings Bank,1,0,0,0,0,1,0,0,0
28021,2022,8/4/2022,Fidelity Investments,1,1,1,0,0,0,1,0,0
28005,2022,8/5/2022,Cornerstone National Insurance Company,597,1,0,1,0,0,0,0,0
28006,2022,8/5/2022,Fisher Sports Group dba K1 Sportswear,1,1,0,0,0,1,1,0,0
28007,2022,8/5/2022,"Guideline, Inc.",1,1,1,0,1,0,1,0,0
28008,2022,8/5/2022,Atlas MedStaff LLC,47,1,1,1,0,0,1,0,0
28009,2022,8/5/2022,Berkshire Partners LLC,96,1,1,1,1,0,1,0,0
28010,2022,8/5/2022,"First Choice Community Health Care, Inc.",1,1,1,0,0,0,1,0,0
28026,2022,8/5/2022,Mutual One Bank,1,1,0,0,0,1,0,0,0
28039,2022,8/8/2022,"Jason D. Smith dba Legacy Investment Services, Inc.",2,1,1,1,1,0,1,0,0
28040,2022,8/8/2022,Goldberg Segalla LLP,5,1,1,0,0,0,1,0,0
28041,2022,8/8/2022,"Style Crest Enterprises, Inc.",4,1,1,0,0,0,1,0,0
